argument_id|topic|unitType|content
10228| Palestinian right of return|conclusion|Palestinian flight from Israel was voluntary, not forced.
10228| Palestinian right of return|premise|According to some sources, Palestinian flight from Israel was not compelled but was predominantly voluntary, as a result of seven Arab nations declaring war on Israel in 1948.
10246| Partial-birth abortion|conclusion|The standard process of partial birth abortion is an unnecessarily violent process.
10246| Partial-birth abortion|premise|that breaks from the normative treatment of life forms.
10247| Partial-birth abortion|conclusion|An analogy could be appropriately drawn to the methods for conducting capital punishment.
10247| Partial-birth abortion|premise|While some societies believe that capital punishment is justified, they usually set very specific guidelines for the conduct of the process.
10248| Partial-birth abortion|conclusion|The fetus can feel pain, thus making the processes used in partial birth abortion barbarous.
10248| Partial-birth abortion|premise|There is little doubt among doctors and others that the fetus experiences pain during a partial birth abortion procedure.
10249| Partial-birth abortion|conclusion|The infant's rights begin only after the fetus is removed from the mother's body and its umbilical cord cut.
10249| Partial-birth abortion|premise|Nobody would choose to have a partial-birth abortion over a much simpler abortion in the first trimester.
10250| Partial-birth abortion|conclusion|"The collapsing of the skull of the ""partially born"" fetus is necessary to prevent pain and the risk of damage to the woman."
10250| Partial-birth abortion|premise|The head is the largest single part of a fetus, and is the most difficult to pass.
10251| Partial-birth abortion|conclusion|"A ban on partial birth abortions would stop other even more ""gruesome"" forms of late term abortions."
10251| Partial-birth abortion|premise|The primary alternative to partial birth abortion is the dismemberment and removal, in parts (legs, arms, head, torso), of an unborn fetus while inside the mother's womb.
10289| Partitioning Iraq|conclusion|A partition plan would reduce the need to protect against opposing groups, reducing the incentive for violence.
10289| Partitioning Iraq|premise|Sectarian militias have formed within areas with mixed sectarian groups, often with the intention of protecting their sectarian group from the opposing group.
10290| Partitioning Iraq|conclusion|Iraq's history as a united country has resulted only in violence and demanded hard-handed governance, and partitioning it would solve this problem.
10290| Partitioning Iraq|premise|"""Looking at Iraq's dismal history since Britain cobbled it together from three Ottoman provinces at the end of the first world war, it should be apparent that it is the effort to hold Iraq together that has been destabilizing."
10291| Partitioning Iraq|conclusion|Regional and local government and security apparatuses would be unable to maintain order following a partitioning of Iraq.
10291| Partitioning Iraq|premise|"""With the exception of the Kurdish regional government, the institutions of local governance, including regional councils, regional assemblies and the local police forces, are underdeveloped and fragmented, with little capacity to preserve the rule of law or deliver services."
10292| Partitioning Iraq|conclusion|The partitioning of Iraq would simply formalize the sectarian separations that are occurring more and more on the ground now.
10292| Partitioning Iraq|premise|Some have argued that Iraq cannot or should not be partitioned because there is too much integration between the sectarian groups there.
10293| Partitioning Iraq|conclusion|The intermixing of sectarian groups in Iraq would lead to ethnic cleansing during any partitioning of the country.
10293| Partitioning Iraq|premise|"""Nor is there any guarantee that partition would reduce the violence, at least in the short term."
10294| Partitioning Iraq|conclusion|A partition would strengthen groups that propagate terrorism and fundamentalism, particularly in Western Iraq.
10294| Partitioning Iraq|premise|"""The most probable outcome of this violent competition for territory, resources and power following a partition would be a radical Sunni, Taliban-style regime in the west and in parts of central Iraq that would be a breeding ground for terrorism."
10295| Partitioning Iraq|conclusion|Turkey actually has a strategic interest in an autonomous Kurdistan.
10295| Partitioning Iraq|premise|"""Turkey, Iraq's other powerful neighbor, has a population that includes at least 14 million Turkish Kurds."
